 Country , Year , IMF based exchange rate , Population , Currency ,  Per capita GNI  ,  Exports of goods and services  ,  Final consumption expenditure  , Gross National Income(GNI) in USD ,  Gross Domestic Product (GDP)  
 Angola ,1999,2.791USD,158.7M, Kwanza , $0.4K , $70.88M , $6.49B ,$6.39B, $8.23B 
 Angola ,2000,10.041USD,163.9M, Kwanza , $0.6K , $82.38M , $8.99B ,$9.96B, $12.21B 
 Angola ,2001,22.058USD,169.4M, Kwanza , $0.6K , $90.08M , $10.29B ,$9.86B, $11.95B 
 Angola ,2002,43.530USD,175.2M, Kwanza , $0.8K , $87.26M , $9.27B ,$13.43B, $15.29B 
 Angola ,2003,74.606USD,181.2M, Kwanza , $0.9K , $96.76M , $11.54B ,$16.08B, $17.81B 
 Angola ,2004,83.541USD,187.7M, Kwanza , $1.1K , $137.50M , $13.17B ,$21.07B, $23.55B 
 Angola ,2005,87.159USD,194.5M, Kwanza , $1.7K , $242.26M , $17.74B ,$32.93B, $36.97B 
 Angola ,2006,80.368USD,201.6M, Kwanza , $2.3K , $332.45M , $23.25B ,$46.19B, $52.38B 
 Angola ,2007,76.706USD,209.1M, Kwanza , $2.7K , $443.20M , $30.36B ,$56.52B, $65.27B 
 Angola ,2008,75.033USD,216.9M, Kwanza , $3.4K , $641.68M , $40.38B ,$73.98B, $88.54B 
 Angola ,2009,79.328USD,225.1M, Kwanza , $2.8K , $413.11M , $43.67B ,$62.60B, $70.31B 
 Angola ,2010,91.906USD,233.6M, Kwanza , $3.2K , $515.73M , $44.28B ,$75.57B, $83.80B 
 Angola ,2011,93.935USD,242.6M, Kwanza , $4.2K , $678.23M , $58.37B ,$102.00B, $112.00B 
 Angola ,2012,95.468USD,251.9M, Kwanza , $4.7K , $716.33M , $68.19B ,$118.00B, $128.00B 
 Angola ,2013,96.518USD,261.5M, Kwanza , $4.8K , $693.76M , $80.90B ,$127.00B, $137.00B 
 Angola ,2014,98.302USD,271.3M, Kwanza , $5.0K , $651.26M , $90.99B ,$137.00B, $146.00B 
 Angola ,2015,120.061USD,281.3M, Kwanza , $4.0K , $345.73M , $80.38B ,$113.00B, $116.00B 
 Angola ,2016,163.656USD,291.5M, Kwanza , $3.3K , $284.41M , $70.69B ,$95.89B, $101.00B 
 Angola ,2017,165.916USD,302.1M, Kwanza , $3.8K , $354.21M , $85.63B ,$115.00B, $122.00B 
 Angola ,2018,252.856USD,312.7M, Kwanza , $3.0K , $413.89M , $67.74B ,$93.08B, $101.00B 
 Angola ,2019,364.826USD,323.5M, Kwanza , $2.3K , $339.12M , $48.66B ,$75.26B, $83.14B 
 Angola ,2020,578.259USD,334.3M, Kwanza , $1.6K , $195.54M , $32.92B ,$53.33B, $54.82B 
 Angola ,2021,631.442USD,345.0M, Kwanza , $2.1K , $310.95M , $36.11B ,$71.42B, $70.53B 
 Antigua and Barbuda ,1970,2.000USD,.6M, East Caribbean Dollar , $0.5K , $.20M , $.03B ,$.03B, $.03B 
 Antigua and Barbuda ,1971,1.975USD,.6M, East Caribbean Dollar , $0.6K , $.24M , $.04B ,$.04B, $.04B 
 Antigua and Barbuda ,1972,1.921USD,.6M, East Caribbean Dollar , $0.9K , $.32M , $.05B ,$.06B, $.06B 
 Antigua and Barbuda ,1973,1.959USD,.6M, East Caribbean Dollar , $1.2K , $.43M , $.08B ,$.08B, $.08B 
 Antigua and Barbuda ,1974,2.053USD,.6M, East Caribbean Dollar , $1.3K , $.49M , $.08B ,$.08B, $.08B 
 Antigua and Barbuda ,1975,2.170USD,.6M, East Caribbean Dollar , $1.3K , $.51M , $.08B ,$.09B, $.09B 
 Antigua and Barbuda ,1976,2.615USD,.6M, East Caribbean Dollar , $1.1K , $.43M , $.07B ,$.07B, $.07B 
 Antigua and Barbuda ,1977,2.700USD,.6M, East Caribbean Dollar , $1.3K , $.36M , $.08B ,$.08B, $.08B 
 Antigua and Barbuda ,1978,2.700USD,.6M, East Caribbean Dollar , $1.4K , $.48M , $.09B ,$.09B, $.09B 
 Antigua and Barbuda ,1979,2.700USD,.6M, East Caribbean Dollar , $1.8K , $.87M , $.07B ,$.11B, $.11B 
 Antigua and Barbuda ,1980,2.700USD,.6M, East Caribbean Dollar , $2.1K , $.85M , $.15B ,$.13B, $.13B 
 Antigua and Barbuda ,1981,2.700USD,.7M, East Caribbean Dollar , $2.3K , $.98M , $.16B ,$.15B, $.15B 
 Antigua and Barbuda ,1982,2.700USD,.7M, East Caribbean Dollar , $2.5K , $.94M , $.15B ,$.16B, $.17B 
 Antigua and Barbuda ,1983,2.700USD,.7M, East Caribbean Dollar , $2.8K , $1.15M , $.17B ,$.19B, $.19B 
 Antigua and Barbuda ,1984,2.700USD,.7M, East Caribbean Dollar , $3.2K , $1.47M , $.23B ,$.21B, $.21B 
 Antigua and Barbuda ,1985,2.700USD,.7M, East Caribbean Dollar , $3.7K , $1.75M , $.27B ,$.24B, $.24B 
 Antigua and Barbuda ,1986,2.700USD,.6M, East Caribbean Dollar , $3.9K , $2.06M , $.32B ,$.25B, $.29B 
 Antigua and Barbuda ,1987,2.700USD,.6M, East Caribbean Dollar , $4.6K , $2.27M , $.32B ,$.30B, $.34B 
 Antigua and Barbuda ,1988,2.700USD,.6M, East Caribbean Dollar , $5.7K , $2.66M , $.30B ,$.37B, $.40B 
 Antigua and Barbuda ,1989,2.700USD,.6M, East Caribbean Dollar , $6.2K , $2.91M , $.35B ,$.39B, $.44B 
 Antigua and Barbuda ,1990,2.700USD,.6M, East Caribbean Dollar , $6.5K , $3.45M , $.33B ,$.41B, $.46B 
 Antigua and Barbuda ,1991,2.700USD,.6M, East Caribbean Dollar , $7.1K , $3.70M , $.34B ,$.45B, $.48B 
 Antigua and Barbuda ,1992,2.700USD,.6M, East Caribbean Dollar , $7.3K , $4.07M , $.35B ,$.47B, $.50B 
 Antigua and Barbuda ,1993,2.700USD,.7M, East Caribbean Dollar , $7.8K , $4.39M , $.37B ,$.51B, $.54B 
 Antigua and Barbuda ,1994,2.700USD,.7M, East Caribbean Dollar , $8.4K , $4.36M , $.45B ,$.56B, $.59B 
 Antigua and Barbuda ,1995,2.700USD,.7M, East Caribbean Dollar , $8.0K , $4.02M , $.47B ,$.55B, $.58B 
 Antigua and Barbuda ,1996,2.700USD,.7M, East Caribbean Dollar , $8.7K , $4.03M , $.54B ,$.61B, $.63B 
 Antigua and Barbuda ,1997,2.700USD,.7M, East Caribbean Dollar , $9.2K , $4.43M , $.54B ,$.66B, $.68B 
 Antigua and Barbuda ,1998,2.700USD,.7M, East Caribbean Dollar , $9.7K , $4.66M , $.55B ,$.71B, $.73B 
 Antigua and Barbuda ,1999,2.700USD,.7M, East Caribbean Dollar , $10.1K , $4.73M , $.60B ,$.74B, $.77B 
 Antigua and Barbuda ,2000,2.700USD,.8M, East Caribbean Dollar , $9.9K , $4.67M , $.62B ,$.74B, $.78B 
 Antigua and Barbuda ,2001,2.700USD,.8M, East Caribbean Dollar , $9.8K , $4.45M , $.68B ,$.75B, $.77B 
 Antigua and Barbuda ,2002,2.700USD,.8M, East Caribbean Dollar , $9.9K , $4.28M , $.68B ,$.76B, $.80B 
 Antigua and Barbuda ,2003,2.700USD,.8M, East Caribbean Dollar , $10.3K , $4.63M , $.73B ,$.80B, $.84B 
 Antigua and Barbuda ,2004,2.700USD,.8M, East Caribbean Dollar , $10.8K , $5.34M , $.76B ,$.85B, $.90B 
 Antigua and Barbuda ,2005,2.700USD,.8M, East Caribbean Dollar , $12.2K , $5.45M , $.88B ,$.97B, $1.01B 
 Antigua and Barbuda ,2006,2.700USD,.8M, East Caribbean Dollar , $13.6K , $5.48M , $1.01B ,$1.10B, $1.15B 
 Antigua and Barbuda ,2007,2.700USD,.8M, East Caribbean Dollar , $15.2K , $5.81M , $1.17B ,$1.25B, $1.30B 
 Antigua and Barbuda ,2008,2.700USD,.8M, East Caribbean Dollar , $15.7K , $6.25M , $1.18B ,$1.31B, $1.37B 
 Antigua and Barbuda ,2009,2.700USD,.8M, East Caribbean Dollar , $13.9K , $5.62M , $.91B ,$1.18B, $1.23B 
 Antigua and Barbuda ,2010,2.700USD,.9M, East Caribbean Dollar , $13.0K , $5.24M , $.98B ,$1.12B, $1.15B 
 Antigua and Barbuda ,2011,2.700USD,.9M, East Caribbean Dollar , $12.7K , $5.38M , $1.01B ,$1.10B, $1.14B 
 Antigua and Barbuda ,2012,2.700USD,.9M, East Caribbean Dollar , $13.1K , $5.43M , $1.10B ,$1.15B, $1.20B 
 Antigua and Barbuda ,2013,2.700USD,.9M, East Caribbean Dollar , $13.0K , $5.46M , $1.09B ,$1.15B, $1.18B 
 Antigua and Barbuda ,2014,2.700USD,.9M, East Caribbean Dollar , $13.6K , $5.91M , $1.12B ,$1.21B, $1.25B 
 Antigua and Barbuda ,2015,2.700USD,.9M, East Caribbean Dollar , $14.5K , $6.02M , $1.11B ,$1.31B, $1.34B 
 Antigua and Barbuda ,2016,2.700USD,.9M, East Caribbean Dollar , $15.5K , $6.19M , $1.14B ,$1.40B, $1.44B 
 Antigua and Barbuda ,2017,2.700USD,.9M, East Caribbean Dollar , $15.7K , $6.33M , $1.11B ,$1.43B, $1.47B 
 Antigua and Barbuda ,2018,2.700USD,.9M, East Caribbean Dollar , $17.0K , $6.48M , $1.10B ,$1.56B, $1.61B 
 Antigua and Barbuda ,2019,2.700USD,.9M, East Caribbean Dollar , $17.8K , $6.63M , $1.08B ,$1.64B, $1.69B 
 Antigua and Barbuda ,2020,2.700USD,.9M, East Caribbean Dollar , $14.3K , $5.12M , $.82B ,$1.32B, $1.37B 
 Antigua and Barbuda ,2021,2.700USD,.9M, East Caribbean Dollar , $14.7K , $7.24M , $.99B ,$1.37B, $1.42B 
 Azerbaijan ,1990,0.067USD,74.3M, Azerbaijanian Manat , $0.9K , $28.59M , $4.57B ,$6.52B, $6.52B 
 Azerbaijan ,1991,0.175USD,75.4M, Azerbaijanian Manat , $0.9K , $30.55M , $4.70B ,$6.69B, $6.69B 
 Azerbaijan ,1992,0.011USD,76.4M, Azerbaijanian Manat , $0.7K , $45.66M , $4.32B ,$5.30B, $5.30B 
 Azerbaijan ,1993,0.020USD,77.4M, Azerbaijanian Manat , $0.5K , $23.95M , $3.99B ,$4.17B, $4.17B 
 Azerbaijan ,1994,0.314USD,78.2M, Azerbaijanian Manat , $0.4K , $21.86M , $3.42B ,$3.42B, $3.42B 
 Azerbaijan ,1995,0.883USD,78.9M, Azerbaijanian Manat , $0.4K , $10.01M , $2.99B ,$3.08B, $3.08B 
 Azerbaijan ,1996,0.860USD,79.5M, Azerbaijanian Manat , $0.4K , $7.92M , $3.17B ,$3.17B, $3.18B 
 Azerbaijan ,1997,0.797USD,80.0M, Azerbaijanian Manat , $0.5K , $11.50M , $3.45B ,$3.95B, $3.96B 
 Azerbaijan ,1998,0.774USD,80.4M, Azerbaijanian Manat , $0.6K , $10.09M , $4.23B ,$4.46B, $4.45B 
 Azerbaijan ,1999,0.824USD,81.0M, Azerbaijanian Manat , $0.6K , $12.81M , $4.19B ,$4.77B, $4.58B 
 Azerbaijan ,2000,0.895USD,81.9M, Azerbaijanian Manat , $0.6K , $21.18M , $4.19B ,$5.18B, $5.27B 
 Azerbaijan ,2001,0.931USD,82.8M, Azerbaijanian Manat , $0.7K , $23.69M , $4.29B ,$5.56B, $5.71B 
 Azerbaijan ,2002,0.972USD,83.7M, Azerbaijanian Manat , $0.7K , $26.67M , $4.70B ,$6.04B, $6.24B 
 Azerbaijan ,2003,0.982USD,84.6M, Azerbaijanian Manat , $0.8K , $30.57M , $5.26B ,$7.02B, $7.28B 
 Azerbaijan ,2004,0.983USD,85.6M, Azerbaijanian Manat , $1.0K , $42.35M , $5.96B ,$8.17B, $8.68B 
 Azerbaijan ,2005,0.945USD,86.6M, Azerbaijanian Manat , $1.4K , $83.37M , $6.96B ,$11.73B, $13.25B 
 Azerbaijan ,2006,0.893USD,87.6M, Azerbaijanian Manat , $2.1K , $139.54M , $9.58B ,$18.47B, $20.98B 
 Azerbaijan ,2007,0.858USD,88.8M, Azerbaijanian Manat , $3.2K , $225.16M , $14.23B ,$28.22B, $33.05B 
 Azerbaijan ,2008,0.822USD,90.0M, Azerbaijanian Manat , $4.9K , $321.33M , $20.48B ,$43.83B, $48.85B 
 Azerbaijan ,2009,0.804USD,91.2M, Azerbaijanian Manat , $4.5K , $228.71M , $23.86B ,$41.02B, $44.29B 
 Azerbaijan ,2010,0.803USD,92.4M, Azerbaijanian Manat , $5.4K , $287.30M , $26.58B ,$49.74B, $52.91B 
 Azerbaijan ,2011,0.790USD,93.6M, Azerbaijanian Manat , $6.6K , $372.15M , $31.25B ,$61.44B, $65.95B 
 Azerbaijan ,2012,0.786USD,94.9M, Azerbaijanian Manat , $6.9K , $369.13M , $34.84B ,$65.74B, $69.68B 
 Azerbaijan ,2013,0.785USD,96.1M, Azerbaijanian Manat , $7.3K , $359.05M , $38.70B ,$70.47B, $74.16B 
 Azerbaijan ,2014,0.784USD,97.4M, Azerbaijanian Manat , $7.5K , $325.59M , $42.38B ,$73.08B, $75.24B 
 Azerbaijan ,2015,1.025USD,98.6M, Azerbaijanian Manat , $5.2K , $200.60M , $36.67B ,$51.38B, $53.08B 
 Azerbaijan ,2016,1.596USD,99.8M, Azerbaijanian Manat , $3.6K , $175.81M , $27.09B ,$35.59B, $37.87B 
 Azerbaijan ,2017,1.721USD,100.7M, Azerbaijanian Manat , $3.9K , $198.40M , $28.17B ,$39.32B, $40.87B 
 Azerbaijan ,2018,1.700USD,101.5M, Azerbaijanian Manat , $4.4K , $254.84M , $30.44B ,$44.85B, $47.11B 
 Azerbaijan ,2019,1.700USD,102.3M, Azerbaijanian Manat , $4.5K , $236.30M , $33.06B ,$46.32B, $48.17B 
 Azerbaijan ,2020,1.700USD,102.8M, Azerbaijanian Manat , $4.1K , $152.09M , $32.92B ,$42.42B, $42.69B 
 Azerbaijan ,2021,1.700USD,103.1M, Azerbaijanian Manat , $5.3K , $254.88M , $36.01B ,$54.28B, $54.62B 
 Argentina ,1970,0.000USD,238.4M, Argentine Peso , $1.1K , $21.27M , $26.08B ,$26.37B, $33.98B 
 Argentina ,1971,0.000USD,242.2M, Argentine Peso , $1.8K , $22.80M , $31.18B ,$44.23B, $40.66B 
 Argentina ,1972,0.000USD,246.1M, Argentine Peso , $1.5K , $25.52M , $29.25B ,$37.83B, $38.31B 
 Argentina ,1973,0.000USD,250.2M, Argentine Peso , $1.7K , $29.53M , $32.84B ,$41.39B, $43.14B 
 Argentina ,1974,0.000USD,254.5M, Argentine Peso , $1.9K , $30.61M , $37.43B ,$47.56B, $48.54B 
 Argentina ,1975,0.000USD,258.8M, Argentine Peso , $2.0K , $27.65M , $36.95B ,$51.65B, $51.66B 
 Argentina ,1976,0.000USD,262.9M, Argentine Peso , $2.1K , $45.90M , $36.55B ,$54.49B, $54.70B 
 Argentina ,1977,0.000USD,267.1M, Argentine Peso , $2.3K , $54.15M , $41.92B ,$61.17B, $61.57B 
 Argentina ,1978,0.000USD,271.5M, Argentine Peso , $2.3K , $50.59M , $44.79B ,$63.36B, $63.78B 
 Argentina ,1979,0.000USD,275.8M, Argentine Peso , $2.7K , $44.14M , $55.55B ,$73.25B, $73.92B 
 Argentina ,1980,0.000USD,280.2M, Argentine Peso , $2.9K , $38.12M , $63.08B ,$81.06B, $81.76B 
 Argentina ,1981,0.000USD,284.7M, Argentine Peso , $2.9K , $53.93M , $66.67B ,$82.68B, $84.65B 
 Argentina ,1982,0.000USD,289.2M, Argentine Peso , $2.8K , $72.85M , $66.71B ,$81.81B, $87.04B 
 Argentina ,1983,0.000USD,293.8M, Argentine Peso , $3.0K , $79.37M , $72.28B ,$88.82B, $94.17B 
 Argentina ,1984,0.000USD,298.3M, Argentine Peso , $3.2K , $69.58M , $77.82B ,$94.37B, $99.52B 
 Argentina ,1985,0.000USD,302.9M, Argentine Peso , $3.0K , $103.27M , $74.45B ,$90.40B, $95.53B 
 Argentina ,1986,0.000USD,307.5M, Argentine Peso , $3.6K , $86.26M , $93.77B ,$110.00B, $115.00B 
 Argentina ,1987,0.000USD,312.2M, Argentine Peso , $3.6K , $85.51M , $95.72B ,$112.00B, $118.00B 
 Argentina ,1988,0.001USD,316.9M, Argentine Peso , $4.2K , $120.73M , $109.00B ,$132.00B, $138.00B 
 Argentina ,1989,0.042USD,321.7M, Argentine Peso , $2.4K , $99.88M , $65.61B ,$76.09B, $83.04B 
 Argentina ,1990,0.488USD,326.4M, Argentine Peso , $4.5K , $146.18M , $125.00B ,$146.00B, $153.00B 
 Argentina ,1991,0.954USD,331.1M, Argentine Peso , $6.0K , $145.33M , $174.00B ,$199.00B, $206.00B 
 Argentina ,1992,0.991USD,335.7M, Argentine Peso , $7.2K , $150.68M , $213.00B ,$243.00B, $248.00B 
 Argentina ,1993,0.999USD,340.3M, Argentine Peso , $7.4K , $164.45M , $216.00B ,$253.00B, $257.00B 
 Argentina ,1994,0.999USD,344.9M, Argentine Peso , $8.0K , $194.86M , $237.00B ,$275.00B, $279.00B 
 Argentina ,1995,1.000USD,349.5M, Argentine Peso , $7.8K , $251.18M , $234.00B ,$274.00B, $280.00B 
 Argentina ,1996,1.000USD,353.9M, Argentine Peso , $8.1K , $285.42M , $244.00B ,$288.00B, $295.00B 
 Argentina ,1997,1.000USD,358.2M, Argentine Peso , $8.7K , $311.09M , $264.00B ,$310.00B, $318.00B 
 Argentina ,1998,1.000USD,362.3M, Argentine Peso , $8.7K , $313.19M , $270.00B ,$315.00B, $324.00B 
 Argentina ,1999,1.000USD,366.5M, Argentine Peso , $8.1K , $280.25M , $263.00B ,$298.00B, $307.00B 
 Argentina ,2000,1.000USD,370.7M, Argentine Peso , $8.1K , $313.31M , $261.00B ,$299.00B, $308.00B 
 Argentina ,2001,1.000USD,374.8M, Argentine Peso , $7.5K , $311.58M , $247.00B ,$282.00B, $291.00B 
 Argentina ,2002,3.063USD,378.9M, Argentine Peso , $2.7K , $284.06M , $83.61B ,$102.00B, $111.00B 
 Argentina ,2003,2.901USD,382.8M, Argentine Peso , $3.4K , $325.34M , $107.00B ,$131.00B, $140.00B 
 Argentina ,2004,2.923USD,386.7M, Argentine Peso , $4.0K , $395.75M , $125.00B ,$156.00B, $166.00B 
 Argentina ,2005,2.904USD,390.7M, Argentine Peso , $4.9K , $466.36M , $151.00B ,$193.00B, $201.00B 
 Argentina ,2006,3.054USD,394.8M, Argentine Peso , $5.7K , $539.73M , $177.00B ,$227.00B, $234.00B 
 Argentina ,2007,3.096USD,398.8M, Argentine Peso , $7.1K , $656.66M , $219.00B ,$282.00B, $290.00B 
 Argentina ,2008,3.144USD,402.7M, Argentine Peso , $8.9K , $806.64M , $280.00B ,$357.00B, $366.00B 
 Argentina ,2009,3.710USD,406.8M, Argentine Peso , $8.0K , $657.95M , $265.00B ,$326.00B, $336.00B 
 Argentina ,2010,3.896USD,411.0M, Argentine Peso , $10.0K , $807.50M , $339.00B ,$412.00B, $426.00B 
 Argentina ,2011,4.110USD,415.2M, Argentine Peso , $12.4K , $978.10M , $424.00B ,$515.00B, $530.00B 
 Argentina ,2012,4.537USD,419.5M, Argentine Peso , $13.5K , $944.12M , $474.00B ,$568.00B, $581.00B 
 Argentina ,2013,5.459USD,423.9M, Argentine Peso , $14.2K , $896.49M , $508.00B ,$600.00B, $613.00B 
 Argentina ,2014,8.075USD,428.2M, Argentine Peso , $13.0K , $816.86M , $467.00B ,$555.00B, $567.00B 
 Argentina ,2015,9.233USD,432.6M, Argentine Peso , $14.6K , $690.41M , $542.00B ,$633.00B, $645.00B 
 Argentina ,2016,14.758USD,436.7M, Argentine Peso , $12.5K , $698.43M , $465.00B ,$545.00B, $558.00B 
 Argentina ,2017,16.563USD,440.5M, Argentine Peso , $14.2K , $728.61M , $543.00B ,$627.00B, $644.00B 
 Argentina ,2018,28.095USD,444.1M, Argentine Peso , $11.4K , $757.67M , $448.00B ,$506.00B, $525.00B 
 Argentina ,2019,48.148USD,447.5M, Argentine Peso , $9.7K , $802.59M , $370.00B ,$435.00B, $448.00B 
 Argentina ,2020,70.539USD,450.4M, Argentine Peso , $8.4K , $640.42M , $311.00B ,$379.00B, $386.00B 
 Argentina ,2021,94.991USD,452.8M, Argentine Peso , $10.6K , $878.68M , $374.00B ,$479.00B, $487.00B 
 Australia ,1970,0.893USD,126.0M, Australian Dollar , $3.6K , $57.15M , $30.90B ,$44.72B, $45.22B 
 Australia ,1971,0.883USD,129.9M, Australian Dollar , $3.9K , $64.62M , $34.82B ,$50.25B, $50.47B 
 Australia ,1972,0.839USD,133.0M, Australian Dollar , $4.5K , $83.94M , $41.01B ,$59.44B, $59.40B 
 Australia ,1973,0.703USD,135.1M, Australian Dollar , $6.3K , $112.65M , $58.31B ,$85.51B, $85.80B 
 Australia ,1974,0.697USD,137.1M, Australian Dollar , $7.5K , $145.84M , $74.32B ,$103.00B, $102.00B 
 Australia ,1975,0.764USD,138.9M, Australian Dollar , $7.9K , $147.32M , $80.37B ,$109.00B, $109.00B 
 Australia ,1976,0.818USD,140.4M, Australian Dollar , $8.3K , $164.60M , $87.18B ,$117.00B, $118.00B 
 Australia ,1977,0.902USD,141.9M, Australian Dollar , $8.1K , $158.51M , $88.14B ,$115.00B, $116.00B 
 Australia ,1978,0.874USD,143.6M, Australian Dollar , $9.4K , $194.22M , $101.00B ,$134.00B, $136.00B 
 Australia ,1979,0.895USD,145.2M, Australian Dollar , $10.3K , $246.95M , $110.00B ,$149.00B, $150.00B 
 Australia ,1980,0.878USD,147.1M, Australian Dollar , $11.8K , $258.27M , $128.00B ,$173.00B, $173.00B 
 Australia ,1981,0.870USD,149.3M, Australian Dollar , $13.3K , $273.20M , $149.00B ,$198.00B, $202.00B 
 Australia ,1982,0.986USD,151.7M, Australian Dollar , $12.6K , $260.78M , $149.00B ,$191.00B, $192.00B 
 Australia ,1983,1.110USD,153.8M, Australian Dollar , $12.4K , $260.99M , $145.00B ,$190.00B, $193.00B 
 Australia ,1984,1.140USD,155.8M, Australian Dollar , $13.1K , $314.59M , $153.00B ,$204.00B, $207.00B 
 Australia ,1985,1.432USD,157.9M, Australian Dollar , $11.3K , $272.78M , $137.00B ,$179.00B, $182.00B 
 Australia ,1986,1.496USD,160.1M, Australian Dollar , $11.7K , $295.89M , $145.00B ,$188.00B, $191.00B 
 Australia ,1987,1.428USD,162.6M, Australian Dollar , $13.7K , $362.56M , $167.00B ,$223.00B, $227.00B 
 Australia ,1988,1.280USD,165.3M, Australian Dollar , $16.9K , $434.99M , $207.00B ,$280.00B, $288.00B 
 Australia ,1989,1.265USD,168.0M, Australian Dollar , $18.4K , $483.71M , $231.00B ,$309.00B, $320.00B 
 Australia ,1990,1.281USD,170.5M, Australian Dollar , $18.3K , $519.66M , $244.00B ,$311.00B, $324.00B 
 Australia ,1991,1.284USD,172.7M, Australian Dollar , $18.4K , $549.26M , $257.00B ,$317.00B, $330.00B 
 Australia ,1992,1.362USD,174.6M, Australian Dollar , $18.2K , $572.22M , $252.00B ,$318.00B, $326.00B 
 Australia ,1993,1.471USD,176.3M, Australian Dollar , $17.6K , $570.27M , $241.00B ,$310.00B, $317.00B 
 Australia ,1994,1.368USD,178.1M, Australian Dollar , $19.7K , $647.86M , $275.00B ,$350.00B, $363.00B 
 Australia ,1995,1.349USD,180.0M, Australian Dollar , $21.0K , $740.70M , $297.00B ,$378.00B, $392.00B 
 Australia ,1996,1.278USD,182.1M, Australian Dollar , $23.1K , $833.23M , $326.00B ,$421.00B, $436.00B 
 Australia ,1997,1.347USD,184.1M, Australian Dollar , $23.0K , $855.30M , $329.00B ,$424.00B, $437.00B 
 Australia ,1998,1.592USD,186.0M, Australian Dollar , $20.3K , $714.64M , $298.00B ,$378.00B, $390.00B 
 Australia ,1999,1.550USD,188.0M, Australian Dollar , $22.1K , $829.02M , $324.00B ,$415.00B, $427.00B 
 Australia ,2000,1.725USD,190.2M, Australian Dollar , $20.9K , $908.53M , $314.00B ,$398.00B, $410.00B 
 Australia ,2001,1.933USD,192.5M, Australian Dollar , $19.8K , $810.92M , $296.00B ,$380.00B, $391.00B 
 Australia ,2002,1.841USD,194.8M, Australian Dollar , $21.8K , $831.54M , $332.00B ,$424.00B, $436.00B 
 Australia ,2003,1.542USD,197.0M, Australian Dollar , $27.6K , $961.79M , $423.00B ,$544.00B, $560.00B 
 Australia ,2004,1.360USD,199.3M, Australian Dollar , $32.9K , $1240.00M , $512.00B ,$655.00B, $680.00B 
 Australia ,2005,1.309USD,201.7M, Australian Dollar , $36.3K , $1520.00M , $567.00B ,$733.00B, $763.00B 
 Australia ,2006,1.328USD,204.7M, Australian Dollar , $38.3K , $1660.00M , $607.00B ,$783.00B, $820.00B 
 Australia ,2007,1.195USD,208.3M, Australian Dollar , $45.4K , $1990.00M , $730.00B ,$946.00B, $987.00B 
 Australia ,2008,1.192USD,212.5M, Australian Dollar , $48.0K , $2430.00M , $765.00B ,$1020.00B, $1060.00B 
 Australia ,2009,1.282USD,216.6M, Australian Dollar , $45.1K , $2010.00M , $754.00B ,$978.00B, $1020.00B 
 Australia ,2010,1.090USD,220.2M, Australian Dollar , $56.7K , $2790.00M , $943.00B ,$1250.00B, $1300.00B 
 Australia ,2011,0.969USD,223.6M, Australian Dollar , $67.1K , $3330.00M , $1120.00B ,$1500.00B, $1550.00B 
 Australia ,2012,0.966USD,227.3M, Australian Dollar , $68.3K , $3180.00M , $1170.00B ,$1550.00B, $1590.00B 
 Australia ,2013,1.036USD,231.1M, Australian Dollar , $65.0K , $3260.00M , $1140.00B ,$1500.00B, $1540.00B 
 Australia ,2014,1.109USD,234.7M, Australian Dollar , $61.1K , $2940.00M , $1100.00B ,$1430.00B, $1460.00B 
 Australia ,2015,1.331USD,238.2M, Australian Dollar , $51.0K , $2400.00M , $957.00B ,$1220.00B, $1250.00B 
 Australia ,2016,1.345USD,242.0M, Australian Dollar , $52.6K , $2780.00M , $986.00B ,$1270.00B, $1310.00B 
 Australia ,2017,1.305USD,245.9M, Australian Dollar , $55.6K , $3090.00M , $1060.00B ,$1370.00B, $1410.00B 
 Australia ,2018,1.338USD,249.8M, Australian Dollar , $56.3K , $3510.00M , $1080.00B ,$1410.00B, $1450.00B 
 Australia ,2019,1.439USD,253.6M, Australian Dollar , $53.0K , $3300.00M , $1020.00B ,$1350.00B, $1380.00B 
 Australia ,2020,1.453USD,256.7M, Australian Dollar , $55.2K , $3160.00M , $1040.00B ,$1420.00B, $1430.00B 
 Australia ,2021,1.331USD,259.2M, Australian Dollar , $64.5K , $4480.00M , $1230.00B ,$1670.00B, $1730.00B 
 Austria ,1970,1.889USD,74.7M, Euro , $2.1K , $42.11M , $10.68B ,$15.44B, $15.37B 
 Austria ,1971,1.816USD,75.0M, Euro , $2.4K , $48.28M , $12.45B ,$17.95B, $17.86B 
 Austria ,1972,1.680USD,75.4M, Euro , $2.9K , $59.41M , $15.21B ,$22.15B, $22.06B 
 Austria ,1973,1.423USD,75.8M, Euro , $3.9K , $79.45M , $20.33B ,$29.62B, $29.51B 
 Austria ,1974,1.358USD,76.0M, Euro , $4.7K , $102.45M , $24.39B ,$35.37B, $35.19B 
 Austria ,1975,1.266USD,75.8M, Euro , $5.3K , $112.54M , $29.42B ,$40.23B, $40.06B 
 Austria ,1976,1.304USD,75.6M, Euro , $5.7K , $123.52M , $31.93B ,$43.08B, $42.96B 
 Austria ,1977,1.201USD,75.7M, Euro , $6.8K , $144.10M , $38.68B ,$51.65B, $51.55B 
 Austria ,1978,1.055USD,75.6M, Euro , $8.2K , $180.66M , $45.79B ,$62.14B, $62.05B 
 Austria ,1979,0.971USD,75.5M, Euro , $9.8K , $228.33M , $54.20B ,$74.08B, $73.94B 
